saramin,text
,대표자명추현보업종기타 일반 기계 및 장비 수리업기업주소대구 달성군 옥포면 간경길 11
,"설립일                            2020년 03월 05일                                (업력 2년)대표자명오지환업종데이터베이스 및 온라인정보 제공업재무정보매출액 6억원▲(2020년 기준)전체평균연봉2500만원▲                                                            (2020년 기준)전체기업주소인천 부평구 부평대로 293, 913호"
,"설립일                            2021년 02월 09일                                (업력 1년)대표자명이준서업종일반 서적 출판업기업주소인천 부평구 부평대로 293, 9층 906호"
,설립일                            2002년 01월 03일                                (업력 20년)대표자명박광범업종치과용 기기 제조업기업주소대구 달성군 다사읍 세천로7길 45
,"설립일                            2021년 06월 25일                                (업력 1년)대표자명김태용업종응용 소프트웨어 개발 및 공급업기업주소인천 부평구 부평대로 293, 10층 1020호"
,설립일                            2016년 02월 05일                                (업력 6년)대표자명심원호업종비주거용 건물 개발 및 공급업재무정보매출액 7억원▲(2021년 기준)전체기업주소인천 부평구 부평대로 293
,"설립일                            2014년 12월 26일                                (업력 8년)대표자명이학열업종가전제품 및 부품 도매업재무정보매출액 12억원▲영업이익 2500만원▲(2020년 기준)전체평균연봉3000만원▲                                                            (2020년 기준)전체기업주소인천 부평구 부평대로 293, 902호"
,"설립일                            2019년 05월 24일                                (업력 3년)대표자명김유석업종응용 소프트웨어 개발 및 공급업재무정보매출액 7억원▲영업이익 5000만원▲(2020년 기준)전체평균연봉5000만원▲                                                            (2020년 기준)전체기업주소서울 강남구 봉은사로 435, 206호"
,"설립일                            2020년 06월 17일                                (업력 2년)대표자명이미정업종영화, 비디오물 및 방송프로그램 제작 관련 서비스업재무정보매출액 2500만원▲영업이익 10.5만원▲(2020년 기준)전체기업주소인천 부평구 부평대로 293, 1009호"
,"설립일                            2019년 06월 04일                                (업력 3년)대표자명홍상용업종그 외 기타 정보 서비스업재무정보매출액 4억원▲(2020년 기준)전체기업주소인천 부평구 부평대로 293, 인천콘텐츠기업육성센터 908호"
,"(주)베리어스스튜디오관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2021년 06월 25일                                (업력 1년)대표자명김태용업종응용 소프트웨어 개발 및 공급업기업주소인천 부평구 부평대로 293, 10층 1020호"
,"(주)아이오아이관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2020년 07월 10일                                (업력 2년)대표자명김지현업종그 외 기타 건축 마무리 공사업재무정보매출액 7억원▲(2020년 기준)전체기업주소인천 부평구 부평대로 293, 1014호(주)아이오아이게임즈관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2018년 02월 22일                                (업력 4년)대표자명배성곤업종응용 소프트웨어 개발 및 공급업재무정보매출액 6억원▲영업이익 868.5만원▲(2020년 기준)전체평균연봉4500만원▲                                                            (2020년 기준)전체기업주소서울 구로구 디지털로31길 41, 711호아이오아이소프트(주)관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2016년 02월 15일                                (업력 6년)대표자명김형섭업종응용 소프트웨어 개발 및 공급업평균연봉2500만원▲                                                        전체기업주소서울 강남구 봉은사로22길 45-9, 2층(주)아이오아이홀딩스관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2015년 03월 19일                                (업력 7년)대표자명조현업종전시, 컨벤션 및 행사 대행업재무정보매출액 1억원▲(2020년 기준)전체기업주소서울 강남구 강남대로132길 55, 5층아이오아이관심기업 등록관심기업 등록나의 커리어 첫 시작대표자명천진국업종전자상거래 소매 중개업기업주소서울 중구 수표로4길 26"
