오류났엉,text
,"대원산전(주)관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2004년 07월 19일                                (업력 18년)대표자명전석배업종배전반 및 전기 자동제어반 제조업재무정보매출액 9억원▲영업이익 5000만원▲(2021년 기준)전체평균연봉3500만원▲                                                            (2021년 기준)전체기업주소부산 강서구 공항앞길 105대원산전(주)관심기업 등록관심기업 등록나의 커리어 첫 시작대표자명한광복업종전기용 기계ㆍ장비 및 관련 기자재 도매업재무정보매출액 6억원▲(2021년 기준)전체기업주소경기 의왕시 성고개로 53, A동 320호대원산전(주)관심기업 등록관심기업 등록나의 커리어 첫 시작설립일                            2011년 07월 26일                                (업력 11년)대표자명권영희업종배전반 및 전기 자동제어반 제조업평균연봉3000만원▲                                                        전체기업주소충북 증평군 증평읍 연탄리 771-4번지 ,766-4대원산전관심기업 등록관심기업 등록나의 커리어 첫 시작대표자명박종호업종전기회로 개폐, 보호장치 제조업재무정보매출액 5억원▲영업이익 2500만원▲(2015년 기준)전체기업주소경남 창원시 의창구 사화로 210, 320호대원산전관심기업 등록관심기업 등록나의 커리어 첫 시작대표자명윤규철업종기타 기계 및 장비 도매업기업주소서울 금천구 시흥대로 97, 17동 117호대원산전관심기업 등록관심기업 등록나의 커리어 첫 시작대표자명장삼석업종배전반 및 전기 자동제어반 제조업기업주소경남 김해시 활천로 181, 501동 1307호"
