주식회사 쏘우웨이브경남,창원시,주식회사 쏘우웨이브경남에 대한 검색결과 없음,주식회사 쏘우웨이브경남에 대한 검색결과 없음,주식회사 쏘우웨이브경남에 대한 검색결과 없음,주식회사 쏘우웨이브경남에 대한 검색결과 없음
주식회사 이노센스,창원시,에스디비인베스트먼트(주),"설립일                            2007년 06월 11일                                (업력 15년)대표자명조영식업종비주거용 건물 임대업재무정보매출액 40억원▲영업이익 6억원▲(2021년 기준)전체평균연봉4000만원▲                                                            (2021년 기준)전체기업주소서울 강남구 도산대로 509, 13층","40억 5,514만원",6명
주식회사 중앙감정평가법인 경남중부지사,창원시,주식회사 중앙감정평가법인 경남중부지사에 대한 검색결과 없음,주식회사 중앙감정평가법인 경남중부지사에 대한 검색결과 없음,주식회사 중앙감정평가법인 경남중부지사에 대한 검색결과 없음,주식회사 중앙감정평가법인 경남중부지사에 대한 검색결과 없음
지티애드,경남 창원시 의창구 차룡로48번길 44,정보없음,정보없음,정보없음,4명
지티티산업,창원시,지티티산업,"대표자명정윤우업종주형 및 금형 제조업재무정보매출액 4억원▲영업이익 2500만원▲(2020년 기준)전체기업주소경남 창원시 의창구 차룡로48번길 44, 504호","4억 7,333만원",1명
코애드,창원시,코애드(주),"설립일                            2009년 08월 25일                                (업력 13년)대표자명진하정업종광고 대행업재무정보매출액 12억원▲(2011년 기준)전체기업주소광주 북구 태봉로 41, 5층","14억 4,758만원",중소기업
테코젠,창원시,테코젠에 대한 검색결과 없음,테코젠에 대한 검색결과 없음,테코젠에 대한 검색결과 없음,테코젠에 대한 검색결과 없음
파이프라인,창원시,(주)파이프라인,설립일                            1995년 02월 22일                                (업력 27년)대표자명이해성업종강관 제조업기업주소전북 군산시 외항로 608,32명,중소기업
하이어,창원시,(주)하이어뮤직레코즈,"설립일                            2017년 06월 05일                                (업력 5년)대표자명강현진/유덕곤업종음악 및 기타 오디오물 출판업평균연봉3000만원▲                                                        전체기업주소서울 강남구 도산대로37길 26, 3층",대기업,업력 6년차
하이텍라인,창원시,하이텍라인,"대표자명제창환업종컴퓨터 및 주변장치, 소프트웨어 도매업기업주소경남 창원시 마산회원구 내서읍 함마대로 2640, 창업보육센타 308호",11명,중소기업
한울 아이시티(ICT),창원시,(주)한울아이씨티,"설립일                            2013년 05월 24일                                (업력 9년)대표자명유옥우업종응용 소프트웨어 개발 및 공급업재무정보매출액 15억원▲영업이익 2500만원▲(2020년 기준)전체평균연봉3000만원▲                                                            (2020년 기준)전체기업주소서울 금천구 가산디지털1로 16, 905-에프호, 906-에프호","15억 7,094만원",12명
화남정밀,경남 창원시 의창구 차룡로48번길 44 F동 104호,정보없음,정보없음,정보없음,"1억 9,679만원"
A-GRID(에이그리드),익산시,A-GRID(에이그리드)에 대한 검색결과 없음,A-GRID(에이그리드)에 대한 검색결과 없음,A-GRID(에이그리드)에 대한 검색결과 없음,A-GRID(에이그리드)에 대한 검색결과 없음
금형 컨설팅,익산시,(재)대구기계부품연구원,"설립일                            2001년 08월 17일                                (업력 21년)대표자명송규호업종기타 기술 시험, 검사 및 분석업재무정보매출액 35억원▲(2020년 기준)전체평균연봉6000만원▲                                                            (2020년 기준)전체기업주소대구 달서구 성서공단로11길 32","38억 6,338만원",79명
다이얼로그,익산시,(주)다이얼로그세미컨덕터코리아,"설립일                            1998년 09월 24일                                (업력 24년)대표자명쥴리다이앤포프업종메모리용 전자집적회로 제조업재무정보매출액 150억원▲(2021년 기준)전체기업주소경기 성남시 분당구 판교로255번길 35, 비동 7층, 603호",159억 909만원,97명
달달일러스트,익산시,달달일러스트에 대한 검색결과 없음,달달일러스트에 대한 검색결과 없음,달달일러스트에 대한 검색결과 없음,달달일러스트에 대한 검색결과 없음
더블유엘,익산시,(주)더블유엘,"설립일                            2018년 01월 17일                                (업력 4년)대표자명이지연업종응용 소프트웨어 개발 및 공급업기업주소서울 관악구 신림로 264, 2층",중소기업,업력 5년차
도도철거,익산시,도도철거에 대한 검색결과 없음,도도철거에 대한 검색결과 없음,도도철거에 대한 검색결과 없음,도도철거에 대한 검색결과 없음
맑은샘,익산시,(주)맑은샘,"설립일                            2019년 08월 22일                                (업력 3년)대표자명범민철업종욕탕업재무정보매출액 1억원▲영업이익 562.4만원▲(2019년 기준)전체평균연봉2000만원▲                                                            (2019년 기준)전체기업주소경남 창원시 성산구 삼정자로72번길 29-1, 301호, 302호, 401호, 402호, 403호, 404호, 501호, 601호","1억 1,326만원",중소기업
미정,익산시,(주)미정,"설립일                            2000년 08월 21일                                (업력 22년)대표자명정재현업종면류, 마카로니 및 유사식품 제조업재무정보매출액 400억원▲영업이익 15억원▲(2021년 기준)전체평균연봉3500만원▲                                                            (2021년 기준)전체기업주소경북 경주시 현곡면 안현로 358-7","430억 4,688만원",55명
세무사 김병윤 사무소,익산시,세무사 김병윤 사무소에 대한 검색결과 없음,세무사 김병윤 사무소에 대한 검색결과 없음,세무사 김병윤 사무소에 대한 검색결과 없음,세무사 김병윤 사무소에 대한 검색결과 없음
스탯에듀 통계연구소,익산시,스탯에듀 통계연구소에 대한 검색결과 없음,스탯에듀 통계연구소에 대한 검색결과 없음,스탯에듀 통계연구소에 대한 검색결과 없음,스탯에듀 통계연구소에 대한 검색결과 없음
신이컴퍼니,익산시,신이컴퍼니,설립일                            2018년 05월 21일                                (업력 4년)대표자명이문희업종건설 및 채광용 기계장비 제조업기업주소전북 익산시 약촌로 174,중소기업,업력 5년차
씨앤씨(Chois N Chois),익산시,씨앤씨(Chois N Chois)에 대한 검색결과 없음,씨앤씨(Chois N Chois)에 대한 검색결과 없음,씨앤씨(Chois N Chois)에 대한 검색결과 없음,씨앤씨(Chois N Chois)에 대한 검색결과 없음
유경컨설팅,익산시,유경컨설팅에 대한 검색결과 없음,유경컨설팅에 대한 검색결과 없음,유경컨설팅에 대한 검색결과 없음,유경컨설팅에 대한 검색결과 없음
익산지식산업센터 1010호,익산시,익산지식산업센터 1010호에 대한 검색결과 없음,익산지식산업센터 1010호에 대한 검색결과 없음,익산지식산업센터 1010호에 대한 검색결과 없음,익산지식산업센터 1010호에 대한 검색결과 없음
익산지식산업센터 806호,익산시,익산지식산업센터 806호에 대한 검색결과 없음,익산지식산업센터 806호에 대한 검색결과 없음,익산지식산업센터 806호에 대한 검색결과 없음,익산지식산업센터 806호에 대한 검색결과 없음
익산지식산업센터 808호,익산시,익산지식산업센터 808호에 대한 검색결과 없음,익산지식산업센터 808호에 대한 검색결과 없음,익산지식산업센터 808호에 대한 검색결과 없음,익산지식산업센터 808호에 대한 검색결과 없음
클컴미디어,익산시,(주)클컴미디어,"설립일                            2011년 07월 19일                                (업력 11년)대표자명이춘열업종컴퓨터 및 주변장치, 소프트웨어 소매업기업주소전북 익산시 약촌로 174, 1동 904호",6명,중소기업
플러스경영연구원,익산시,(주)에이치플러스김명경영연구원,"설립일                            2015년 08월 31일                                (업력 7년)대표자명김명환업종경영 컨설팅업재무정보매출액 5억원▲영업이익 3억원▲(2019년 기준)전체평균연봉3000만원▲                                                            (2019년 기준)전체기업주소서울 영등포구 은행로 37, 본관 2층","5억 4,937만원",중소기업
(유)한국승강기안전공사 ,"전북 익산시 약촌로 174, 906호",정보없음,정보없음,21명,"16억 1,137만원"
(주)경은에스씨,남동구,(주)경은에스씨에 대한 검색결과 없음,(주)경은에스씨에 대한 검색결과 없음,(주)경은에스씨에 대한 검색결과 없음,(주)경은에스씨에 대한 검색결과 없음
(주)선광케미칼,남동구,(주)선광케미칼,"설립일                            2017년 12월 19일                                (업력 5년)대표자명노금천업종기타 화학물질 및 화학제품 도매업기업주소인천 남동구 호구포로 183, 7층 704호",중소기업,업력 6년차
(주)솔루피온,남동구,(주)솔루피온,"설립일                            2013년 05월 22일                                (업력 9년)대표자명이경화업종컴퓨터 프로그래밍 서비스업기업주소인천 남동구 호구포로 183, 6층 602호",중소기업,업력 10년차
(주)신영에스앤디,남동구,(주)신영에스앤디,설립일                            2014년 04월 07일                                (업력 8년)대표자명정춘배업종비주거용 건물 개발 및 공급업재무정보매출액 20억원▲(2021년 기준)전체기업주소서울 강남구 테헤란로87길 22,"21억 2,924만원",2명
(주)씨티엔지,남동구,(주)씨티엔지,"설립일                            2015년 12월 15일                                (업력 7년)대표자명황인배업종기타 운동 및 경기용구 제조업기업주소인천 남동구 호구포로 183, 310호",중소기업,업력 8년차
(주)엘씨엔티,남동구,(주)엘씨엔티,"설립일                            2018년 03월 07일                                (업력 4년)대표자명임승욱업종전기회로 개폐, 보호장치 제조업기업주소인천 남동구 호구포로 183, 6층 613호",중소기업,업력 5년차
(주)우일메탈산업,남동구,(주)우일메탈산업,"설립일                            2016년 05월 25일                                (업력 6년)대표자명김기종업종금속 문, 창, 셔터 및 관련제품 제조업재무정보매출액 40억원▲영업이익 1억원▲(2021년 기준)전체평균연봉4000만원▲                                                            (2021년 기준)전체기업주소인천 남동구 호구포로 183, 308호, 309호","40억 2,430만원",5명
(주)원진자동화,남동구,(주)원진자동화,"설립일                            2019년 04월 15일                                (업력 3년)대표자명이영배업종그 외 기타 특수목적용 기계 제조업재무정보매출액 7억원▲영업이익 2억원▲(2020년 기준)전체기업주소인천 남동구 호구포로 183, 7층 701호","7억 3,450만원",중소기업
(주)이머신,남동구,이머신어리(주),"설립일                            2005년 02월 17일                                (업력 17년)대표자명정관희업종가전제품 및 부품 도매업기업주소대전 유성구 대덕대로556번길 45, A동 202호",중소기업,업력 18년차
(주)지티에스,남동구,지티에스(주),"설립일                            2006년 11월 30일                                (업력 16년)대표자명김남형업종다이오드, 트랜지스터 및 유사 반도체소자 제조업재무정보매출액 160억원▲영업이익 1억원▲(2021년 기준)전체평균연봉3500만원▲                                                            (2021년 기준)전체기업주소충남 천안시 동남구 풍세면 풍세산단2로 50-18","165억 3,769만원",58명
(주)진메드,남동구,(주)진메드,"설립일                            2019년 12월 17일                                (업력 3년)대표자명유병욱업종그 외 기타 전기장비 제조업평균연봉4000만원▲                                                        전체기업주소인천 남동구 호구포로 183, 506호,508호",중소기업,업력 4년차
(주)진산,남동구,(주)진산,"설립일                            1992년 06월 29일                                (업력 30년)대표자명김봉상업종보링, 그라우팅 및 관정 공사업재무정보매출액 15억원▲(2021년 기준)전체평균연봉3500만원▲                                                            (2021년 기준)전체기업주소제주 제주시 일주동로 84","17억 1,831만원",20명
(주)케이브이웍스,남동구,(주)케이브이웍스에 대한 검색결과 없음,(주)케이브이웍스에 대한 검색결과 없음,(주)케이브이웍스에 대한 검색결과 없음,(주)케이브이웍스에 대한 검색결과 없음
(주)프리젠,남동구,(주)프리젠,설립일                            2000년 03월 28일                                (업력 22년)대표자명최강문/한태석업종액정 표시장치 제조업평균연봉2500만원▲                                                        전체기업주소충북 음성군 대소면 신내로 213-27,21명,업력 23년차
(주)한맥이앤씨,"인천 남동구 호구포로 183, 813호 후이즈 ",정보없음,정보없음,5명,"11억 4,062만원"
경은,남동구,(주)경은,설립일                            2008년 12월 09일                                (업력 14년)대표자명홍성림업종응용 소프트웨어 개발 및 공급업재무정보매출액 1억원▲(2020년 기준)전체기업주소경기 화성시 팔탄면 노하길 282,"1억 2,477만원",3명
나노닉스,남동구,나노닉스(주),"설립일                            2002년 03월 05일                                (업력 20년)대표자명양병선업종물질 검사, 측정 및 분석기구 제조업재무정보매출액 25억원▲영업이익 5억원▲(2018년 기준)전체평균연봉6500만원▲                                                            (2018년 기준)전체기업주소인천 남동구 능허대로559번길 83","29억 9,302만원",16명
농업회사법인 수복 주식회사,남동구,농업회사법인 수복 주식회사에 대한 검색결과 없음,농업회사법인 수복 주식회사에 대한 검색결과 없음,농업회사법인 수복 주식회사에 대한 검색결과 없음,농업회사법인 수복 주식회사에 대한 검색결과 없음
대광산업,남동구,(주)대광산업,설립일                            2011년 01월 14일                                (업력 11년)대표자명천병승업종그 외 자동차용 신품 부품 제조업재무정보매출액 150억원▲영업이익 6억원▲(2021년 기준)전체평균연봉4000만원▲                                                            (2021년 기준)전체기업주소울산 북구 모듈화산업로 12,"153억 3,570만원",178명
대창라바텍,남동구,대창라바텍에 대한 검색결과 없음,대창라바텍에 대한 검색결과 없음,대창라바텍에 대한 검색결과 없음,대창라바텍에 대한 검색결과 없음
두레방아협동조합,남동구,두레방아협동조합에 대한 검색결과 없음,두레방아협동조합에 대한 검색결과 없음,두레방아협동조합에 대한 검색결과 없음,두레방아협동조합에 대한 검색결과 없음
디스토리,남동구,(주)비비디어스,"설립일                            2017년 07월 19일                                (업력 5년)대표자명이승진/김혜영업종시각 디자인업재무정보매출액 4억원▲영업이익 2500만원▲(2020년 기준)전체평균연봉2500만원▲                                                            (2020년 기준)전체기업주소인천 연수구 송도과학로 32, M동 9층 901호","4억 8,171만원",9명
리나코리아,남동구,리나코리아에 대한 검색결과 없음,리나코리아에 대한 검색결과 없음,리나코리아에 대한 검색결과 없음,리나코리아에 대한 검색결과 없음
명성엔지니어링,남동구,명성엔지니어링(주),설립일                            1996년 12월 28일                                (업력 26년)대표자명전동수업종건물용 기계ㆍ장비 설치 공사업재무정보매출액 40억원▲영업이익 870.9만원▲(2021년 기준)전체평균연봉4000만원▲                                                            (2021년 기준)전체기업주소경기 수원시 권선구 서부로 1449-41,"43억 2,496만원",14명
본시스템,남동구,(주)본시스템,"설립일                            2018년 02월 05일                                (업력 4년)대표자명신기진업종전자상거래 소매 중개업재무정보매출액 2억원▲(2018년 기준)전체기업주소대전 중구 계백로 1719, 508호","2억 3,500만원",1명
본티타늄,남동구,본티타늄에 대한 검색결과 없음,본티타늄에 대한 검색결과 없음,본티타늄에 대한 검색결과 없음,본티타늄에 대한 검색결과 없음
비이엠 주식회사 인천지점,남동구,비이엠 주식회사 인천지점에 대한 검색결과 없음,비이엠 주식회사 인천지점에 대한 검색결과 없음,비이엠 주식회사 인천지점에 대한 검색결과 없음,비이엠 주식회사 인천지점에 대한 검색결과 없음
성운에프에이(주),남동구,성운에프에이(주)에 대한 검색결과 없음,성운에프에이(주)에 대한 검색결과 없음,성운에프에이(주)에 대한 검색결과 없음,성운에프에이(주)에 대한 검색결과 없음
세영레이저,남동구,세영레이저에 대한 검색결과 없음,세영레이저에 대한 검색결과 없음,세영레이저에 대한 검색결과 없음,세영레이저에 대한 검색결과 없음
세진물산 주식회사,남동구,(주)세진물산,설립일                            2016년 02월 04일                                (업력 6년)대표자명원철호업종상품 종합 도매업평균연봉3000만원▲                                                        전체기업주소경기 평택시 포승읍 하만호길 243,중소기업,업력 7년차
솔루피온,남동구,(주)솔루피온,"설립일                            2013년 05월 22일                                (업력 9년)대표자명이경화업종컴퓨터 프로그래밍 서비스업기업주소인천 남동구 호구포로 183, 6층 602호",중소기업,업력 10년차
(주)신영에스앤디 ,"인천 남동구 호구포로 183, 802호",2013년 11월 27일 설립,중소기업,1명,"2억 6,016만원"
아산웰딩테크,남동구,아산웰딩테크에 대한 검색결과 없음,아산웰딩테크에 대한 검색결과 없음,아산웰딩테크에 대한 검색결과 없음,아산웰딩테크에 대한 검색결과 없음
에스아이라이트,남동구,에스아이라이트에 대한 검색결과 없음,에스아이라이트에 대한 검색결과 없음,에스아이라이트에 대한 검색결과 없음,에스아이라이트에 대한 검색결과 없음
에스유엔 엔지니어링,남동구,(주)에스유엔지니어링,"설립일                            2021년 12월 08일                                (업력 1년)대표자명문광억업종기타 기술 시험, 검사 및 분석업기업주소서울 성동구 상원1길 26, 511호",11명,중소기업
에이씨티,남동구,(주)에이씨티,설립일                            2001년 11월 15일                                (업력 21년)대표자명최태은업종일반 창고업재무정보매출액 90억원▲영업이익 15억원▲(2021년 기준)전체평균연봉3500만원▲                                                            (2021년 기준)전체기업주소경기 김포시 고촌읍 아라육로58번길 107,96억 633만원,50명
엔씨나라주식회사,남동구,엔씨나라주식회사에 대한 검색결과 없음,엔씨나라주식회사에 대한 검색결과 없음,엔씨나라주식회사에 대한 검색결과 없음,엔씨나라주식회사에 대한 검색결과 없음
영찬테크,남동구,영찬테크,"대표자명방건일업종주형 및 금형 제조업재무정보매출액 2500만원▲(2019년 기준)전체기업주소인천 남동구 호구포로 183, 505호","2,724만원",중소기업
와이투케이시스테크,남동구,와이투케이시스테크,"대표자명이혜경업종배전반 및 전기 자동제어반 제조업재무정보매출액 3억원▲영업이익 5000만원▲(2019년 기준)전체기업주소인천 남동구 호구포로 183, 7층 708호","3억 8,557만원",중소기업
왕성산업,남동구,왕성산업(주),설립일                            2009년 08월 06일                                (업력 13년)대표자명편남길업종벽 및 바닥 피복용 플라스틱제품 제조업재무정보매출액 12억원▲(2020년 기준)전체평균연봉3000만원▲                                                            (2020년 기준)전체기업주소인천 서구 백범로 950-1,14억 930만원,7명
은성,남동구,(주)은성,"설립일                            2010년 09월 01일                                (업력 12년)대표자명김옥만업종동 압연, 압출 및 연신제품 제조업재무정보매출액 40억원▲영업이익 1억원▲(2020년 기준)전체평균연봉3500만원▲                                                            (2020년 기준)전체기업주소부산 강서구 녹산산업중로 399","41억 5,706만원",12명
이지티,남동구,(주)이지티,"설립일                            2015년 01월 07일                                (업력 7년)대표자명배경수업종통관 대리 및 관련서비스업기업주소충남 천안시 동남구 청당산업길 33, 가동 216호",중소기업,업력 8년차
정림테크,남동구,(주)정림테크,"설립일                            2005년 02월 23일                                (업력 17년)대표자명박언국업종기타 엔지니어링 서비스업재무정보매출액 20억원▲영업이익 3억원▲(2019년 기준)전체평균연봉3500만원▲                                                            (2019년 기준)전체기업주소서울 금천구 가산디지털2로 98, 1동 503호","23억 6,699만원",30명
제이에스티(JST)공구,남동구,제이에스티(JST)공구에 대한 검색결과 없음,제이에스티(JST)공구에 대한 검색결과 없음,제이에스티(JST)공구에 대한 검색결과 없음,제이에스티(JST)공구에 대한 검색결과 없음
제이엠에이,남동구,(주)제이엠에이치글로벌,"설립일                            2005년 09월 13일                                (업력 17년)대표자명김한승업종통신ㆍ방송장비 및 부품 도매업재무정보매출액 25억원▲영업이익 140.8만원▲(2015년 기준)전체평균연봉6000만원▲                                                            (2015년 기준)전체기업주소서울 강남구 삼성로96길 6, 1411호","25억 1,530만원",2명
중양산업건설(주),남동구,중양산업건설(주),"설립일                            1994년 06월 01일                                (업력 28년)대표자명나양종업종기타 토목시설물 건설업재무정보매출액 50억원▲영업이익 3억원▲(2020년 기준)전체평균연봉3500만원▲                                                            (2020년 기준)전체기업주소인천 남동구 호구포로 50, 515-1,2호","51억 9,310만원",14명
창성정밀,남동구,창성정밀(주),대표자명정종호업종주형 및 금형 제조업재무정보매출액 90억원▲영업이익 5억원▲(2016년 기준)전체평균연봉4000만원▲                                                            (2016년 기준)전체기업주소광주 북구 추암로 187,"94억 3,262만원",37명
창현광학,남동구,창현광학에 대한 검색결과 없음,창현광학에 대한 검색결과 없음,창현광학에 대한 검색결과 없음,창현광학에 대한 검색결과 없음
큰숲,남동구,큰숲맑은샘교회,대표자명김대현업종비주거용 건물 임대업재무정보매출액 5000만원▲영업이익 2500만원▲(2016년 기준)전체기업주소대구 수성구 명덕로 442-3,"5,565만원",기타
태산기업,남동구,(주)태산기업,"설립일                            2011년 09월 07일                                (업력 11년)대표자명서지연업종유리 및 창호 공사업재무정보매출액 25억원▲영업이익 5000만원▲(2021년 기준)전체평균연봉5000만원▲                                                            (2021년 기준)전체기업주소충남 아산시 배방읍 광장로 210, 203동 438호",26억 968만원,4명
